course_title,url,price,num_subscribers,level,content_duration,subject,language
Studying the CFA Program exams (Mandarin language version),https://www.udemy.com/studying-the-cfa-mandarin/,0,1168,For all,0.6666666666666666,Business Finance,en
Condor Broken Wing Butterfly Options Trading Course System,https://www.udemy.com/condor-broken-wing-butterfly-options-trading-course-system/,0,16,For all,1.5,Business Finance,en
≪虎の巻≫証券取引の「税金のお悩み」解消,https://www.udemy.com/kabucom_zeise/,25,3840,Intermediate,1.5,Business Finance,ja
【１日でマスター！】今日からはじめる資産形成,https://www.udemy.com/kabucom_start/,20,7183,Introductory,1.0,Business Finance,ja
TRADING FOR A LIVING: Trading Full-Time Transition Guide,https://www.udemy.com/trading-for-a-living-full-time-trader/,195,483,Intermediate,3.5,Business Finance,en
Learn How To use Channels to find amazing Forex Entries,https://www.udemy.com/learn-how-to-use-channels-to-find-amazing-forex-entries/,45,172,For all,1.0,Business Finance,en
"Financial Analysis, from Scratch to Professional!",https://www.udemy.com/financial-analysis-from-scratch-to-professional-level/,65,256,Introductory,3.5,Business Finance,en
Cost Accounting Labour Costing (Professional Course Level),https://www.udemy.com/labour-costing/,20,1542,For all,2.0,Business Finance,en
Learn How To Successfully Trade Forex: In 5 Simple Steps,https://www.udemy.com/learn-how-to-successfully-trade-forex-in-5-simple-steps/,95,64,For all,8.5,Business Finance,en
The Intelligent Investor,https://www.udemy.com/the-intelligent-investor/,30,384,For all,10.5,Business Finance,en
Succeed in Futures Even if You Don't Know Where to Start,https://www.udemy.com/succeed-in-futures-even-if-you-dont-know-where-to-start/,0,3014,For all,1.0,Business Finance,en
Binary Options Beginners Guide : Nadex,https://www.udemy.com/binary-options/,40,454,Introductory,2.0,Business Finance,en
Trading: From Wall Street to Your Street,https://www.udemy.com/from-wall-street-to-your-street/,50,312,Intermediate,5.5,Business Finance,en
Build your own Naked Trading Forex Robot,https://www.udemy.com/build-your-own-naked-trading-forex-robot/,40,315,For all,2.0,Business Finance,en
Tax Preparation: Learn Fast! Prepare Taxes with Confidence!,https://www.udemy.com/taxpreparation/,200,609,For all,2.5,Business Finance,en
Tax Strategies of the Wealthy,https://www.udemy.com/everything-you-need-to-know-about-taxes/,195,207,Introductory,1.5,Business Finance,en
The Ultimate Fibonacci Trading Plan for Forex and Stocks,https://www.udemy.com/fibonacci-trading-strategy/,200,399,For all,1.0,Business Finance,en
Finance and Accounting for Startups,https://www.udemy.com/finance-and-accounting-for-startups/,50,1175,For all,12.5,Business Finance,en
Forex - Calculate Lot Size Like Pro,https://www.udemy.com/forex-calculate-lot-size-like-pro/,20,543,For all,0.6,Business Finance,ro
The Complete Forex Trader,https://www.udemy.com/forextrader/,25,1634,For all,7.0,Business Finance,en
Tape Reading: Learn how to read the tape for day trading,https://www.udemy.com/tape-reading-101-learn-how-to-read-the-tape-for-day-trading/,195,1013,For all,14.0,Business Finance,en
4 Easy Daily Forex Trades: A Recipe for Trading Success,https://www.udemy.com/4dailytrades/,200,319,For all,1.0,Business Finance,en
Trading Robot Forex Programs in Your Sleep in Live Examples!,https://www.udemy.com/trading-robot-forex-programs-in-your-sleep-in-live-examples/,200,1125,Advanced,1.5,Business Finance,en
Free Options 101 - Basic of Call and Put Options in 1 Hours,https://www.udemy.com/free-options-101-basic-of-call-and-put-options-in-1-hours/,0,2481,For all,1.5,Business Finance,en
An Intro into Trading the Financial Markets,https://www.udemy.com/an-intro-into-trading-the-financial-markets/,100,1006,Introductory,1.5,Business Finance,en
Developing A Trading Strategy: Your Guide to Trading Success,https://www.udemy.com/developing-a-trading-strategy-your-guide-to-making-millions/,20,1044,For all,2.0,Business Finance,en
How to Trade Commodity and Financial Futures for a Living!,https://www.udemy.com/trading-controlled-leverage-financial-and-commodity-futures/,200,1240,For all,2.5,Business Finance,en
How to Trade Forex like a Hedge Fund: Long FX Strategies,https://www.udemy.com/how-to-trade-forex-like-a-hedge-fund/,115,504,For all,1.5,Business Finance,en
Complete Short Financial Ratio Course for Financial Analysis,https://www.udemy.com/financialratio/,200,15,For all,3.0,Business Finance,en
How to Build Profitable FOREX Automated Trading Strategies!,https://www.udemy.com/how-to-build-profitable-automated-trading-strategies/,200,358,For all,2.5,Business Finance,en
Stock Trading Strategies: Profitable Trading in 7 Days.,https://www.udemy.com/stock-trading-strategies-the-trading-plan-formula/,50,80,For all,5.5,Business Finance,en
Management Accounting A Complete Study,https://www.udemy.com/management-accounting-a-complete-study/,150,133,For all,17.5,Business Finance,en
Become a Career Day Trader: Asian-Pacific Futures Markets,https://www.udemy.com/become-a-career-day-trader/,20,207,For all,3.5,Business Finance,en
Equity Products,https://www.udemy.com/equity-products/,50,426,For all,2.5,Business Finance,en
Financial Accounting Part I - Passing the Class,https://www.udemy.com/severson-financial-accounting-part-one/,20,45,Introductory,4.5,Business Finance,en
Accounting 102: Guide to Business Accounting,https://www.udemy.com/accounting-skills-a-businessman-must-haveintermediate-level/,50,1280,Intermediate,8.5,Business Finance,en
Monetizing Your Website: How to Add Cost-Per-Action (CPA) ,https://www.udemy.com/monetizing-your-website-how-to-add-cost-per-action-cpa/,35,142,For all,1.0,Business Finance,en
Advanced Finance and Accounting for Startups,https://www.udemy.com/advanced-finance-and-accounting-for-startups/,40,188,Intermediate,6.5,Business Finance,en
Basics of Tax in India  (College Level),https://www.udemy.com/basics-of-indian-income-tax/,20,718,For all,2.0,Business Finance,en
Trade for a Living,https://www.udemy.com/trade-for-a-living/,20,293,For all,8.0,Business Finance,en
Learn Stock Options: Options Made Simple 101,https://www.udemy.com/learn-to-trade-stock-options-options-made-simple/,35,93,Introductory,5.0,Business Finance,en
Banking Credit Analysis Process (for Bankers),https://www.udemy.com/credit-analysis-process/,180,894,Introductory,17.5,Business Finance,en
Professional Forex strategy,https://www.udemy.com/beginner-trading-forex-strategy/,50,353,Advanced,1.5,Business Finance,en
A Beginners Guide to Technical Analysis of Stock Charts,https://www.udemy.com/beginners-guide-to-technical-analysis/,40,829,Introductory,8.5,Business Finance,en
Get out of Debt - The Power of Using Compounding Interest,https://www.udemy.com/get-out-of-debt-the-power-of-using-compounding-interest/,50,1195,For all,2.0,Business Finance,en
Day Trading - Learn to Day Trade / Swing Trade In One Hour.,https://www.udemy.com/the-123-trading-strategy-learn-to-trade-in-one-hour/,95,335,For all,1.5,Business Finance,en
Basel Norms (Basel 1/ Basel 2/ Basel 3) Simplified,https://www.udemy.com/basel_norms_simplified/,40,500,Introductory,4.0,Business Finance,en
Learn to Trade Forex Naked Price Action Wammie Trade,https://www.udemy.com/learn-to-trade-forex-naked-price-action-wammie-trade/,40,159,For all,1.0,Business Finance,en
Fixed Income Securities,https://www.udemy.com/fixed-income-securities/,50,739,For all,4.5,Business Finance,en
Financial Accounting Made Easy for All,https://www.udemy.com/financialaccounting/,20,87,For all,4.0,Business Finance,en
Ultimate Guide To Trading Engulfing Candlestick Strategy,https://www.udemy.com/trading-engulfing-candle-top-trend-continuation-strategy/,200,185,For all,2.5,Business Finance,en
Learn Business Finance: Win more work as a Business Coach ,https://www.udemy.com/essential-business-finance-for-coaches-and-consultants/,20,741,Introductory,2.0,Business Finance,en
Accounting for Depreciation (Collage Level),https://www.udemy.com/depreciation-accounting/,20,576,For all,1.0,Business Finance,en
Revealed: Profitable Principles of Successful Traders ,https://www.udemy.com/revealed-profitable-secrets-of-successful-traders/,25,1046,For all,3.0,Business Finance,en
Easy Market Profits: 3 Step Stock Investing Strategy,https://www.udemy.com/make-money-from-the-stock-market/,20,486,Introductory,3.0,Business Finance,en
Hedge Fund Trading Systems For Stocks - Part One,https://www.udemy.com/amibroker-trading-systems/,200,52,For all,1.5,Business Finance,en
Bonds For Beginners - A Guide To The Bond Markets,https://www.udemy.com/bonds-for-beginners-a-guide-to-fixed-income-investments/,20,106,Introductory,0.5666666666666667,Business Finance,en
Professional Risk Manager (PRM) Certification: Level 4,https://www.udemy.com/professional-risk-manager-prm-certification-level-4/,50,38,For all,8.0,Business Finance,en
Crowdfunding for Filmmakers,https://www.udemy.com/crowdfunding-for-filmmakers/,65,32,For all,4.0,Business Finance,da
How to Make IT Work Successfully in Capital Markets,https://www.udemy.com/how-to-make-it-work-successfully-in-capital-markets/,50,171,Introductory,3.0,Business Finance,en
Introduction to Day Trading,https://www.udemy.com/introduction-to-day-trading/,50,79,Introductory,1.0,Business Finance,en
Life Coach Business Basics: Finance and Operations,https://www.udemy.com/how-to-run-a-business-business-finance-operations/,195,397,For all,3.5,Business Finance,en
Learn How to Profit In Forex With Market Rhythms,https://www.udemy.com/learn-how-to-profit-with-market-rhythms/,20,85,For all,1.5,Business Finance,en
Optimizing investment to maximise your return,https://www.udemy.com/optimizing-investment-to-maximise-your-return/,0,1696,For all,0.6333333333333333,Business Finance,en
Investimento em Ações para Leigos,https://www.udemy.com/investimento-em-acoes-para-leigos/,20,201,Introductory,2.5,Business Finance,pt
Introducción a la Contabilidad,https://www.udemy.com/introduccion-a-la-contabilidad/,30,1235,Introductory,2.5,Business Finance,es
Forex Trading: Strategia Correlazione EUR/GBP vs GBP/USD,https://www.udemy.com/forex-trading-strategia-correlazione-eurgbp-gbpusd/,50,137,Intermediate,1.5,Business Finance,it
Finanzielle Unabhängigkeit-2 Millionär werden mit Investment,https://www.udemy.com/finanzielle-unabhaengigkeit-2-millionaer-werden-mit-investment/,20,384,Intermediate,0.7166666666666667,Business Finance,de
カードゲームでカンタンに理解する！経済とお金のキホン,https://www.udemy.com/kabucom_keizai/,20,103,Introductory,1.0,Business Finance,ja
Contabilidad rápida y eficaz,https://www.udemy.com/contabilidad11/,40,379,For all,2.0,Business Finance,es
Introducción al trading de opciones,https://www.udemy.com/curso-de-opciones-basico/,100,1573,Introductory,5.5,Business Finance,es
Aprenda a Investir seu Dinheiro,https://www.udemy.com/aprenda-a-investir-seu-dinheiro/,85,150,For all,2.5,Business Finance,pt
Trader sur le Forex avec Ichimoku,https://www.udemy.com/apprendre-a-trader-le-forex-avec-ichimoku/,90,48,Introductory,2.5,Business Finance,fr
العلوم والمبادئ الأساسية للمهنة الإكتوارية,https://www.udemy.com/actuarial-intro/,25,781,Introductory,0.65,Business Finance,ar
トレーディングビュー徹底攻略2017年版,https://www.udemy.com/tradingview/,55,952,For all,3.0,Business Finance,ja
Kostenrechnung lernen leicht gemacht,https://www.udemy.com/kostenrechnung-lernen-leicht-gemacht/,40,612,Introductory,3.0,Business Finance,de
MetaTrader4 Platform Training,https://www.udemy.com/metatrader4-platform-training/,0,1819,Introductory,1.5,Business Finance,en
Professional Bookkeeping & Accounting 1: Sales & Purchases,https://www.udemy.com/professional-bookkeeping-and-accounting-1/,35,551,For all,1.5,Business Finance,en
Step by step guide to understand how business perform,https://www.udemy.com/analyzing-business-for-beginners/,20,788,Intermediate,0.6333333333333333,Business Finance,en
How to Grow your Small Business and not run out of Cash,https://www.udemy.com/how-to-grow-your-small-business-and-not-run-out-of-cash/,25,408,Introductory,1.5,Business Finance,en
Finance for Non Finance Executives,https://www.udemy.com/finance-for-non-finance-executives/,180,944,Introductory,13.0,Business Finance,en
"An Introduction: MT4 Email, Sound, Notification Forex Alerts",https://www.udemy.com/create-mt4-forex-email-sound-and-notification-alerts/,20,323,Intermediate,0.6166666666666667,Business Finance,en
Innovators and innovation: Travel through time!,https://www.udemy.com/innovators-and-innovation-travel-through-time/,50,101,Introductory,6.0,Business Finance,en
Learn How to Trade The Stock Market,https://www.udemy.com/complete-course-for-stock-trading-all-skill-levels/,20,984,For all,4.0,Business Finance,en
How To Earn Some Bitcoin Every Time You Use A Search Engine,https://www.udemy.com/getting-paid-to-search-the-web/,20,89,For all,1.0,Business Finance,en
Super Fast Accounting - the fastest way to do your books,https://www.udemy.com/super-fast-accounting/,25,129,Introductory,0.5666666666666667,Business Finance,en
Financial Modeling and Valuation: Complete Beginner to Pro,https://www.udemy.com/financial-modeling-and-valuation-complete-beginner-to-pro/,50,249,For all,5.0,Business Finance,en
Learn to trade Chart Patterns,https://www.udemy.com/learn-to-trade-chart-patterns/,20,75,Intermediate,2.0,Business Finance,en
Anatomy and Figure Drawing for Beginners,https://www.udemy.com/anatomy-and-figure-drawing-for-games-and-comics/,150,2252,Introductory,21.0,Graphic Design,en
Illustrator CC MasterClass,https://www.udemy.com/illustrator-cc-masterclass/,95,462,For all,12.0,Graphic Design,it
Typographic Logo Design in Illustrator - Beginners & Beyond,https://www.udemy.com/typographical-logo-design/,150,1720,For all,1.5,Graphic Design,en
Adobe Illustrator T-Shirt Design for Merch by Amazon,https://www.udemy.com/merchbyamazondesign/,20,390,For all,1.0,Graphic Design,en
Logo Design in Adobe Illustrator - for Beginners & Beyond,https://www.udemy.com/logodesign/,200,4297,For all,7.5,Graphic Design,en
Learn Adobe Illustrator: Semi-Automatic Mandalas Drawing,https://www.udemy.com/learn-adobe-illustrator-semi-automatic-mandalas-drawing/,200,1076,For all,1.0,Graphic Design,en
Create Professional Looking Infographics With No Experience,https://www.udemy.com/create-professional-looking-infographics/,180,9367,Introductory,2.0,Graphic Design,en
Discover How to Draw and paint Comics,https://www.udemy.com/learn-to-draw-and-paint/,65,8901,For all,62.0,Graphic Design,en
Typographic Logos: Typography and Lettering for Logo Design,https://www.udemy.com/typographic-logos-typography-and-lettering-for-logo-design/,25,4235,Intermediate,1.5,Graphic Design,en
