course_title,url,price,num_subscribers,level,content_duration,subject,language
Photoshop: 5 Practical Techniques to Improve Your Skills,https://www.udemy.com/photoshop-5-practical-techniques-to-improve-your-skills/,20,780,Intermediate,0.7166666666666667,Graphic Design,en
Easy Coloring Book Design,https://www.udemy.com/easy-coloring-book-design/,25,0,Introductory,0.5833333333333334,Graphic Design,en
Make Patterns in Illustrator,https://www.udemy.com/make-patterns-in-illustrator/,20,0,Introductory,3.5,Graphic Design,en
Learn to create Text fire effect in Adobe Photoshop ,https://www.udemy.com/learn-to-create-text-fire-effect-in-adobe-photoshop/,20,0,For all,0.6,Graphic Design,en
Professional Business Logo Design Using Free Online Tools,https://www.udemy.com/professional-business-logo-design-using-free-online-tools/,20,0,For all,0.6166666666666667,Graphic Design,en
Beginners Guide to Kindle Ebook Covers Design With Fireworks,https://www.udemy.com/beginners-guide-to-kindle-ebook-covers-design-with-fireworks/,20,0,For all,1.5,Graphic Design,en
Photoshop isn't like what you imagine A to Z .,https://www.udemy.com/photoshop-a-to-z/,35,343,For all,3.5,Graphic Design,en
The Complete Adobe Spark Course,https://www.udemy.com/the-complete-adobe-spark-course/,150,0,For all,2.0,Graphic Design,en
The Art of Logo Design : Everything You Need to Know,https://www.udemy.com/the-art-of-logo-design/,20,0,For all,1.0,Graphic Design,en
Hand Lettering para Iniciantes,https://www.udemy.com/hand-lettering-para-iniciantes/,40,384,For all,0.7166666666666667,Graphic Design,en
Aprende a utilizar Canva,https://www.udemy.com/aprende-a-utilizar-canva/,20,677,Introductory,0.6666666666666666,Graphic Design,pt
photoshop - CURSO DE PHOTOSHOP DO BÁSICO AO AVANÇADO,https://www.udemy.com/photoshop-do-basico-ao-avancado/,100,1110,For all,10.0,Graphic Design,en
Photoshop - Revelando os segredos das Fusões,https://www.udemy.com/curso-de-photoshop-gratuito/,20,858,Advanced,3.5,Graphic Design,pt
Create Mobile App Design from Scratch in Photoshop,https://www.udemy.com/create-mobile-app-design-from-scratch-in-photoshop/,125,1359,Introductory,2.5,Graphic Design,en
Apple Watch Design,https://www.udemy.com/apple-watch-design/,20,9847,For all,4.0,Graphic Design,en
Word Swag : Create Stunning Images with the Word Swag App,https://www.udemy.com/word-swag/,100,2416,For all,1.0,Graphic Design,en
How to Draw Majestic Animals: Dogs,https://www.udemy.com/how-to-draw-dogs/,35,1524,For all,1.0,Graphic Design,en
Photoshop Course: Design an eBook Cover in Photoshop,https://www.udemy.com/ebook-cover-design/,50,11893,For all,3.0,Graphic Design,en
Digital Art for Beginners,https://www.udemy.com/digital-art-101-from-beginner-to-pro/,150,3381,Introductory,15.0,Graphic Design,no
Learn How To Design a Logo in Adobe Illustrator in 30 Mins,https://www.udemy.com/30minlogo/,50,1270,Introductory,0.5,Graphic Design,en
The most popular techniques in Photoshop,https://www.udemy.com/the-most-popular-techniques-in-photoshop/,20,1753,Intermediate,1.0,Graphic Design,en
Become a Professional Graphic Designer,https://www.udemy.com/become-a-professional-graphic-designer-udemy/,35,3618,For all,20.5,Graphic Design,en
Adobe Illustrator CC 2017 for beginners,https://www.udemy.com/adobe-illustrator-cc-2017/,195,2489,Introductory,1.5,Graphic Design,en
How to Draw Cute Cartoon Characters,https://www.udemy.com/draw-cute-characters/,55,4080,For all,2.0,Graphic Design,en
How to Create awesome Cinema-graph With Adobe Photoshop?,https://www.udemy.com/how-to-create-awesome-cinema-graph-with-adobe-photoshop/,20,1602,Introductory,1.0,Graphic Design,en
Learn to Create a Mandala with Adobe Illustrator,https://www.udemy.com/learn-to-create-a-mandala-with-adobe-illustrator/,50,7,For all,4.5,Graphic Design,en
15  Motion Graphic Elements in After Effect (Series 2),https://www.udemy.com/15-motion-graphic-elements-in-after-effect-series-2/,30,8,Intermediate,3.0,Graphic Design,en
Fantasy map design,https://www.udemy.com/fantasy-map-design/,30,7,For all,2.5,Graphic Design,id
Creating 2D Game Assets,https://www.udemy.com/creating-2d-game-assets/,25,57,For all,2.0,Graphic Design,en
create 9 professional logo design full version,https://www.udemy.com/create-9-professional-logo-design-full-version-beginner/,35,91,For all,2.0,Graphic Design,it
Stencil - Simple Graphic Design For Entrepreneurs,https://www.udemy.com/stencil-graphic-design/,95,11,For all,1.0,Graphic Design,en
Learn Adobe InDesign from Scratch,https://www.udemy.com/learn-adobe-indesign-from-scratch/,40,6,Introductory,4.5,Graphic Design,en
Getting the Life of an Instructional Designer,https://www.udemy.com/getting-the-life-of-an-instructional-designer/,40,5,For all,1.5,Graphic Design,en
Drawing for All Levels: How to Design Cartoon Women,https://www.udemy.com/drawing-for-all-levels-how-to-design-cartoon-women/,20,5,For all,1.5,Graphic Design,en
Photoshop Tools 101,https://www.udemy.com/photoshoptools101/,50,6,For all,3.0,Graphic Design,en
How to create gif animation in photoshop,https://www.udemy.com/how-to-create-gif-animation-in-photoshop/,20,34,For all,1.0,Graphic Design,en
How to Color Comic Books... with a Mouse,https://www.udemy.com/how-to-color-comic-books-with-a-mouse/,30,7,For all,2.0,Graphic Design,en
Bestseller! Learn Photoshop in 1 Hour (No Experience Needed),https://www.udemy.com/learn-photoshop-in-one-hour-no-experience-needed/,200,5471,Introductory,6.5,Graphic Design,en
How To Design A Fortune 500 Logo in Illustrator,https://www.udemy.com/logo-logo-design-logos-logo-maker-graphic-design-logo-creator/,195,3599,Intermediate,5.0,Graphic Design,en
Canva : Graphic Design Theory Volume2,https://www.udemy.com/canva-course-graphic-design-theory-in-social-media-volume-2/,200,4961,For all,2.0,Graphic Design,en
Canva : Book Cover Design,https://www.udemy.com/canva-book-cover-design/,100,3377,Introductory,2.0,Graphic Design,nl
The Complete Figure Drawing Course HD,https://www.udemy.com/the-complete-figure-drawing-course-hd/,50,1323,Introductory,78.5,Graphic Design,en
Mastering Logo Design - 20 Projects step-by-step,https://www.udemy.com/mastering-logo-designing-20-projects-step-by-step/,200,2599,For all,7.5,Graphic Design,en
Graphic Design: Create Animated GIF Ad Banners in Photoshop,https://www.udemy.com/create-cool-animated-gif-advertising-banners-with-photoshop/,20,6612,For all,1.0,Graphic Design,en
Learn Inkscape : Design Logos and Game Arts,https://www.udemy.com/design-logos-and-game-arts-inkscape/,20,1675,Introductory,1.0,Graphic Design,en
Typography: Learn the Basics to Build a Solid Foundation,https://www.udemy.com/typography-elements-course-a-beginner-guidelines-class/,35,5850,Introductory,1.0,Graphic Design,en
Master Manga Studio 5: Bonus Drawing and Painting,https://www.udemy.com/master-manga-studio-5/,165,2325,For all,8.0,Graphic Design,tl
Learn Adobe Photoshop from scratch to professional,https://www.udemy.com/learn-adobe-photoshop-hot-skill-of-today/,20,1276,Introductory,3.5,Graphic Design,en
7 Secrets To Designing In Black and White,https://www.udemy.com/secrets-to-designing-in-black-and-white/,100,1000,For all,1.5,Graphic Design,en
Photoshop CS 6 ile Fotoğraf İşlemenin Temelleri,https://www.udemy.com/photoshop-cs-6-ile-fotograf-islemenin-temelleri/,20,86,Introductory,6.0,Graphic Design,tr
誰でもわかる Adobe Illustrator CS6,https://www.udemy.com/adobe-illustrator-cs6-j/,20,11,Introductory,3.0,Graphic Design,en
Devenez le king de l'illustration automobile,https://www.udemy.com/virtuel-car/,50,42,Introductory,4.5,Graphic Design,fr
Corel Draw X7 Eğitimi (Temelden İleri Seviyeye),https://www.udemy.com/coreldraw-x8-egitimi-temel/,105,28,For all,12.0,Graphic Design,tr
调色中级课程,https://www.udemy.com/ixlnjjvn/,200,5,Introductory,1.0,Graphic Design,zh-cn
Drawing and paint  hot girl with photoshop,https://www.udemy.com/drawing-and-paint-hot-girl-with-photoshop/,35,74,For all,1.5,Graphic Design,en
Photoshop CC Eğitim Seti (YENİ),https://www.udemy.com/photoshop-cc-egitim-seti-yeni/,100,27,For all,16.0,Graphic Design,en
مدخل في أساسيات الفوطوشوب للمبتدئين فقط,https://www.udemy.com/arabic-photoshop-for-beginers-easy/,120,13,Introductory,1.0,Graphic Design,ar
Creación de iconos con Illustrator,https://www.udemy.com/creacion-de-iconos-con-illustrator/,20,27,For all,3.0,Graphic Design,es
Adobe Illustrator Course in Urdu Basics Level Training,https://www.udemy.com/adobe-illustrator-course-in-urdu-basics-level-training/,0,1433,Introductory,1.0,Graphic Design,en
GraphicDesign Studio,https://www.udemy.com/graphic-design-studio/,95,110,Introductory,2.5,Graphic Design,en
Aula de Photoshop - Aprenda como recortar imagens,https://www.udemy.com/aula-de-photoshop-aprenda-como-recortar-imagens/,65,15,Introductory,2.0,Graphic Design,pt
Make your own great designs in PowerPoint: Quick & Easy,https://www.udemy.com/design-in-powerpoint/,20,19,Introductory,1.0,Graphic Design,en
Create Kindle eBook Covers with PowerPoint,https://www.udemy.com/create-kindle-ebook-covers-with-powerpoint/,30,87,For all,2.0,Graphic Design,en
Magazine Design: Start your own magazine in less than 24hrs,https://www.udemy.com/how-to-start-your-own-magazine/,20,802,For all,2.0,Graphic Design,en
Essential Skills for Designers - Adobe Bridge,https://www.udemy.com/essential-skills-for-designers-adobe-bridge/,20,14,For all,1.0,Graphic Design,da
Learn to code in Python and learn Adobe Photoshop today!,https://www.udemy.com/learn-to-code-in-python-and-learn-adobe-photoshop-today/,50,1132,For all,2.0,Graphic Design,en
How to draw Caricatures,https://www.udemy.com/how-to-draw-caricatures/,20,347,For all,4.0,Graphic Design,en
Essential Skills for Designers - Working with Type,https://www.udemy.com/working-with-type/,45,219,For all,2.0,Graphic Design,en
Affinity Designer for beginners,https://www.udemy.com/affinity-designer-for-beginners-dc/,20,30,Introductory,4.5,Graphic Design,no
How to Create Top Ranking Mobile App Icons - iOS Edition,https://www.udemy.com/appicondesigner/,35,130,For all,1.0,Graphic Design,en
Canva - Making Design Simple,https://www.udemy.com/design-with-canva/,20,509,For all,0.5333333333333333,Graphic Design,en
Ribbon Lettering: From Sketch to Wordmark,https://www.udemy.com/ribbon-lettering-from-sketch-to-wordmark/,40,342,For all,0.7166666666666667,Graphic Design,en
How to Make a Custom Graphic ,https://www.udemy.com/customgraphicsforbusiness/,20,87,Introductory,1.0,Graphic Design,en
Create Flat Designs with Inkscape ,https://www.udemy.com/create-flat-designs-with-inkscape/,30,259,Introductory,1.5,Graphic Design,en
:::Beginners Guide To Creating Amazing Images with Canva:::,https://www.udemy.com/beginners-guide-to-creating-amazing-images-with-canva/,25,72,Introductory,1.0,Graphic Design,en
Learn To Draw - The COMIC BOOK STYLE,https://www.udemy.com/learn-to-draw/,55,363,For all,2.0,Graphic Design,en
Adobe Illustrator Vectors For Hand Letterers,https://www.udemy.com/adobe-illustrator-vectors-for-hand-letterers/,100,23,Introductory,0.6166666666666667,Graphic Design,en
How To Create Amazing YouTube Custom Thumbnail Images,https://www.udemy.com/how-to-create-amazing-youtube-custom-thumbnail-images/,25,78,For all,1.5,Graphic Design,en
Graphic Design Bootcamp: Professional Workflow & Layout Tips,https://www.udemy.com/graphic-design-bootcamp-layout-and-workflow-basics/,20,99,For all,1.5,Graphic Design,en
Promotional Design Master Class,https://www.udemy.com/promotional-design-master-class/,50,14,For all,2.0,Graphic Design,en
Introduction to GIMP 2.8: Tutorials for Beginners,https://www.udemy.com/introduction-to-gimp-for-beginners/,20,282,Introductory,3.0,Graphic Design,en
48 Logo Designs and Techniques,https://www.udemy.com/professional-logo-design-vol-2/,20,113,For all,9.0,Graphic Design,fr
Photoshop JumpStart,https://www.udemy.com/photoshop-jumpstart/,20,66,Introductory,2.0,Graphic Design,en
How To Sell Practically Anything: Professional Design Mockup,https://www.udemy.com/how-to-sell-practically-anything-professional-design-mockup/,50,52,For all,2.5,Graphic Design,en
"Learn Calligraphy, Handwriting animation wz After Effects",https://www.udemy.com/animate_calligraphy_art/,40,116,For all,2.5,Graphic Design,en
LaTeX A-Z: from beginner to advance in less than 3 hour,https://www.udemy.com/become-a-good-latex-user-to-create-professional-documents/,95,623,Introductory,3.0,Graphic Design,en
Course Bundle | Exploring Art : Silhouette & Linear Line Art,https://www.udemy.com/course-bundle-exploring-art-silhouette-linear-line-art/,80,827,For all,1.0,Graphic Design,en
How To Build Your Own Web Banner Design Business,https://www.udemy.com/how-to-build-your-own-web-banner-design-business/,20,5000,For all,1.0,Graphic Design,en
Canva: Design and Sell Your Own Professional Canva Designs,https://www.udemy.com/canva-design-and-sell-your-own-professional-graphic-designs/,200,793,For all,3.0,Graphic Design,en
How to Design a Logo in Adobe Illustrator,https://www.udemy.com/logoworkshop/,100,972,For all,1.0,Graphic Design,en
Illustrator CC: Design and drawing from scratch to expert!,https://www.udemy.com/illustrator-cc-design-and-drawing-from-scratch-to-expert/,150,2427,Introductory,11.0,Graphic Design,en
Logo design: How To Design an Awesome Logo in Illustrator,https://www.udemy.com/designing-logos-learning-illustrator/,195,3131,For all,5.5,Graphic Design,en
Photoshop: Real World Hands-on Freelance Mastery,https://www.udemy.com/photoshop-real-world-hands-on-graphic-and-web-design/,105,5950,For all,2.5,Graphic Design,en
Graphic Design: Beginner's Graphic Design Guide to Photoshop,https://www.udemy.com/how-to-use-adobe-photoshop-for-beginners/,25,4550,For all,1.0,Graphic Design,en
Most Wanted Flat Design Techniques,https://www.udemy.com/flat-design-flat-ui-design-flat-colors-flat-design-illustrator/,195,2081,Intermediate,4.5,Graphic Design,fr
3DS MAX - Learn 3Ds MAX tutorial for Beginners in Urdu Hindi,https://www.udemy.com/learn-3ds-max-tutorial-for-beginners-in-urdu-hindi/,20,785,For all,4.5,Graphic Design,en
Design your own Social Media Logo Icons in Adobe Illustrator,https://www.udemy.com/design-social-media-logo-icons-in-adobe-illustrator/,50,2424,Introductory,1.5,Graphic Design,en
Mashup - Transform a scanned sketch into a digital painting,https://www.udemy.com/mashup-transform-a-scanned-sketch-into-a-digital-painting/,20,57,Intermediate,2.0,Graphic Design,en
Motion Graphic With After Effect From Scratch in 5 Hours,https://www.udemy.com/motion-graphic-with-ae/,30,50,For all,4.0,Graphic Design,en
Introduction to Photoshop CC: Tutorials for Beginners,https://www.udemy.com/introduction-to-photoshop-cc-tutorials-for-beginners/,20,262,Introductory,1.0,Graphic Design,en
Making Killer Images in Photoshop that WOW Clients!,https://www.udemy.com/killer-photoshop-images/,95,45,Intermediate,5.0,Graphic Design,en
Simple Photoshop CC: Smart Objects,https://www.udemy.com/simple-photoshop-cc-smart-objects/,20,272,Intermediate,0.5,Graphic Design,en
Learn Photo Manipulation - Build 3 projects,https://www.udemy.com/learn-photo-manipulation-build-3-projects/,40,10,For all,2.5,Graphic Design,en
Zombie Apocalypse Photoshop Actions,https://www.udemy.com/zombie-apocalypse-photoshop-actions/,50,12,For all,1.5,Graphic Design,en
Creative Perspective Illustration with GIMP,https://www.udemy.com/creative-perspective/,50,43,For all,6.5,Graphic Design,en
iPhone icons in iOS7 - learn flat design,https://www.udemy.com/iphone-icon-secrets-flat-design/,20,165,For all,3.0,Graphic Design,en
How to draw professional manga artwork by Punix,https://www.udemy.com/punix_drawface/,35,83,Introductory,1.5,Graphic Design,en
How do I Create a Stylized Graphics from Images in Photoshop,https://www.udemy.com/how-do-i-create-a-stylized-graphics-from-images-in-photoshop/,50,17,For all,1.0,Graphic Design,en
Advance Design of Logos and Brand Identity   ,https://www.udemy.com/advance-design-of-logos-and-brand-identity/,20,34,For all,2.0,Graphic Design,en
Como utilizar o Corel Draw por completo!,https://www.udemy.com/como-utilizar-o-corel-draw-por-completo/,30,293,For all,7.0,Graphic Design,es
Photoshop　中級者、上級者がプロになるために最後に学ぶ「超絶技巧」テクニック,https://www.udemy.com/photoshop-s/,85,113,Intermediate,4.5,Graphic Design,ja
Corel Draw X7: Mão na Massa,https://www.udemy.com/corel-draw-x7-mao-na-massa/,25,72,Introductory,4.0,Graphic Design,pt
Dibujo digital básico: cómo ilustrar en Photoshop,https://www.udemy.com/dibujo-digital-basico-como-ilustrar-en-photoshop/,20,155,Introductory,5.0,Graphic Design,es
Adobe Illustrator CS6 باللغة العربية,https://www.udemy.com/adobe-illustrator-cs6-kottab/,35,48,For all,8.0,Graphic Design,ar
Creare un logo con Adobe Illustrator,https://www.udemy.com/crea-il-tuo-logo-con-adobe-illustrator/,0,1447,For all,1.0,Graphic Design,it
Mestres do Photoshop,https://www.udemy.com/mestres-do-photoshop/,30,86,For all,5.5,Graphic Design,pt
illustrator CC 2015.3 - Curso básico de ferramentas,https://www.udemy.com/illustratorcc20153/,20,13,Introductory,1.0,Graphic Design,es
Plantillas Powerpoint para Publicar en Mercadolibre y Ebay,https://www.udemy.com/publicacion-rapida-y-profesional-en-mercadolibre/,35,15,For all,2.0,Graphic Design,es
Crie seu Cartão de Visita no CorelDRAW X8,https://www.udemy.com/crie-seu-cartao-de-visita-no-coreldraw-x8/,20,28,Introductory,4.0,Graphic Design,pt
Curso de Maya 3D,https://www.udemy.com/curso-de-maya-3d/,20,62,For all,4.0,Graphic Design,so
Photoshop: Organización de eventos y decoración de fiestas,https://www.udemy.com/curso-de-photoshop-como-hacer-todo-para-tu-fiesta-tematica/,120,125,Introductory,8.5,Graphic Design,es
Podcast Cover Art | Design Like the Best,https://www.udemy.com/podcast-graphic-design/,20,33,For all,1.0,Graphic Design,en
Learn Drawing and Painting a Landscape with Oil Colours,https://www.udemy.com/learn-drawing-and-painting-a-landscape-with-oil-colours/,20,51,Intermediate,2.0,Graphic Design,en
Enhance your chroma key with an animated Slides background,https://www.udemy.com/enhance-your-chroma-key-with-an-animated-slides-background/,25,361,Intermediate,1.0,Graphic Design,en
The Complete Motion Graphic Course,https://www.udemy.com/complete-motion-graphic-course/,65,50,For all,9.5,Graphic Design,en
Making Corporate Flyers in Photoshop,https://www.udemy.com/making-corporate-flyers-in-photoshop/,20,4,For all,0.5166666666666666,Graphic Design,en
Rock-Solid Brands,https://www.udemy.com/rock-solid-brands/,20,134,Introductory,0.5166666666666666,Graphic Design,sv
Typographic Poster Design - From Sketch to Vector,https://www.udemy.com/typographic-poster-design-from-sketch-to-vector/,45,36,Intermediate,1.5,Graphic Design,en
"Make Money With Photoshop: Logos, Business Cards & Brochures",https://www.udemy.com/make-money-with-photoshop-logos-business-cards-brochures/,100,32,For all,5.0,Graphic Design,en
Photoshop the Art of Clipart,https://www.udemy.com/photoshop-the-art-of-clipart/,20,30,Introductory,1.0,Graphic Design,en
Adobe Illustrator Creative Cloud:  Mastering the Upgrades,https://www.udemy.com/learn-illustrator-cc-updates/,20,22,Intermediate,2.0,Graphic Design,en
Illustrator 101: Learn Quickly and Easily to create Artwork,https://www.udemy.com/make-money-freelancing-after-this-illustrator-course/,40,452,For all,1.0,Graphic Design,en
Design Your Own Fonts. Plus A Bunch Of Typography Secrets.,https://www.udemy.com/design-your-own-fonts/,40,67,For all,1.0,Graphic Design,en
Easy Steps To Become A Photoshop Expert,https://www.udemy.com/easy-steps-to-become-a-photoshop-expert/,20,1081,For all,8.0,Graphic Design,en
Intro to Adobe Illustrator,https://www.udemy.com/intro-to-adobe-illustrator/,20,189,Introductory,6.0,Graphic Design,it
Beginners Guide: Photoshop Poster/Artwork,https://www.udemy.com/do-it-yourself-learn-photoshop-postersflyers-creation/,20,775,Introductory,1.0,Graphic Design,nl
Basic Graphic Design for PowerPoint,https://www.udemy.com/basic-graphic-design-for-powerpoint/,20,88,Introductory,1.0,Graphic Design,en
Master Graphic Design Using Photoshop with Rachael,https://www.udemy.com/become-a-master-of-photoshop-in-3-hours-guaranteed/,25,598,For all,1.5,Graphic Design,en
Adobe Illustrator CC - Print Design for Beginners,https://www.udemy.com/adobe-illustrator-cc-print-design/,50,145,Introductory,6.0,Graphic Design,en
Adobe Illustrator | Master in 3D,https://www.udemy.com/adobe-illustrator-master-in-3d/,25,445,For all,0.5333333333333333,Graphic Design,en
From Drawing to Illustration,https://www.udemy.com/from-drawing-to-illustration/,20,237,Introductory,6.0,Graphic Design,en
Adobe Suite : Unleash your creativity & benefit from it !,https://www.udemy.com/learn-to-animate-design-earn-up-to-100-per-hour/,200,1005,For all,9.5,Graphic Design,en
Become a Logo Designer: Guide to Complimentary Logo Software,https://www.udemy.com/become-a-logo-designer-guide-to-complimentary-logo-software/,35,485,For all,2.5,Graphic Design,en
DIY Beautiful Social Graphics That Don't Require Photoshop,https://www.udemy.com/diy-beautiful-social-graphics-that-dont-require-photoshop/,20,238,For all,2.5,Graphic Design,en
Design while you learn InDesign CC,https://www.udemy.com/design-while-you-learn-indesign-cc/,20,1116,Introductory,2.5,Graphic Design,en
R Graph Essentials,https://www.udemy.com/r-graph-essentials/,85,105,For all,2.0,Graphic Design,ca
Car Sketching with Simple Analog Tools,https://www.udemy.com/car-sketching-with-markers/,40,23,For all,0.6166666666666667,Graphic Design,en
Drawing Anime & Manga Style,https://www.udemy.com/drawing-anime-and-manga-style/,25,82,For all,8.0,Graphic Design,tl
Inkscape 101 for Beginners - Design Vector Graphics,https://www.udemy.com/inkscape-101-for-beginners-design-vector-graphics/,195,13,Introductory,1.0,Graphic Design,en
"How to Fix Common Branding Mistakes, for Graphic Designers",https://www.udemy.com/how-to-fix-common-branding-mistakes-for-graphic-designers/,35,19,Intermediate,1.5,Graphic Design,en
AutoCAD Course - Learn Online AutoCAD in Urdu Hindi,https://www.udemy.com/autocad-course-in-urdu-hindi/,0,105,For all,2.0,Graphic Design,en
Mind-Blowing Photoshop: Master Skills Season 1,https://www.udemy.com/mind-blowing-photoshop-master-skills-season-1/,20,94,For all,3.0,Graphic Design,en
Architectural Drawing For Creatives,https://www.udemy.com/architectural-drawing-for-website-and-logo-designers/,195,5,For all,24.0,Graphic Design,en
Adobe Photoshop (Complete Beginner),https://www.udemy.com/learn-adobe-photoshop-complete-beginner-to-a-fricken-master/,200,98,Introductory,2.0,Graphic Design,en
Character Design,https://www.udemy.com/character-design/,75,5,Intermediate,2.0,Graphic Design,en
Icon Design Masterclass: Learn Icon Design Principles,https://www.udemy.com/icon-design-masterclass-learn-icon-design-principles/,40,6,Introductory,2.5,Graphic Design,en
create stunning Photoshop compositions in minutes,https://www.udemy.com/create-impressive-photoshop-compositions-in-minutes/,20,5,For all,2.0,Graphic Design,en
Marvelous Logo Design,https://www.udemy.com/marvelous-logo-design/,20,91,For all,1.5,Graphic Design,en
Canva Complete Course For Graphics Design | 20 Projects,https://www.udemy.com/canva-course-graphics-design/,20,3,For all,2.5,Graphic Design,en
The Complete Video Production Guide - Learn Top Video Tools,https://www.udemy.com/video-production-guide-learn-top-video-tools-to-create-awesome-videos/,195,121,For all,7.5,Graphic Design,en
Drawing With Confidence,https://www.udemy.com/drawing-with-confidence/,25,105,For all,2.0,Graphic Design,en
Add realistic car paint to your pencil drawing in Photoshop!,https://www.udemy.com/colorize-your-pencil-drawing-in-photoshop/,25,17,Introductory,1.0,Graphic Design,en
T-Shirt Sales - Merch By Amazon Profit Formula With Canva,https://www.udemy.com/merch-by-amazon-quick-start-t-shirt-sales-using-canva-design/,20,380,For all,1.0,Graphic Design,en
Learn print production from start to finish,https://www.udemy.com/print-production/,35,494,For all,1.0,Graphic Design,en
Step by Step Gif animation in Photoshop,https://www.udemy.com/step-by-step-gif-animation-in-photoshop/,20,518,For all,1.0,Graphic Design,en
Adobe - Create a professional logo step-by-step (Farming),https://www.udemy.com/adobe-create-a-professional-logo-step-by-step-farming/,20,214,For all,1.0,Graphic Design,en
Adobe Illustrator CC Advanced,https://www.udemy.com/adobe-illustrator-advanced/,30,11,Introductory,1.5,Graphic Design,en
Mastering Realistic Real Life Drawing with Pencil,https://www.udemy.com/mastering-realistic-real-life-drawing-with-pencil/,20,33,Introductory,0.65,Graphic Design,en
Silhouettes that Sells,https://www.udemy.com/silhouettes-that-sells/,25,9,Introductory,1.0,Graphic Design,en
FullPage: The Complete Guide to Flat Websites,https://www.udemy.com/easy-flat-design/,20,817,For all,0.6333333333333333,Graphic Design,en
How to design professional PowerPoint business presentation,https://www.udemy.com/how-to-design-professional-animated-powerpoint-presentation/,20,286,For all,1.0,Graphic Design,en
Pic Monkey for Beginners - Graphic Design and Photo Editing,https://www.udemy.com/pic-monkey-101/,20,774,Introductory,3.0,Graphic Design,en
Corel Painter 2016,https://www.udemy.com/corel-painter-2016/,40,41,For all,8.0,Graphic Design,en
eBook Cover Design,https://www.udemy.com/ebooks-cover-design/,20,30,Intermediate,1.5,Graphic Design,nl
"Photoshop tips and tricks, how to change clothes",https://www.udemy.com/changing-clothes-with-photoshop/,20,837,For all,2.0,Graphic Design,en
How to make Better Compositions: Take your art to new height,https://www.udemy.com/better-compositions/,30,11,For all,0.5333333333333333,Graphic Design,en
Adobe Photoshop CC | The Essential Guide,https://www.udemy.com/adobe-photoshop-cc-the-essential-guide/,20,254,For all,4.5,Graphic Design,en
Learn to Composite a 2D Action Shot in Photoshop,https://www.udemy.com/3dmotive-learn-to-composite-a-2d-action-shot-in-photoshop/,20,40,Introductory,1.5,Graphic Design,en
Infographic Design: How To Create Your Own Infographic,https://www.udemy.com/infographic-design-how-to-create-your-own-infographic/,20,84,For all,2.0,Graphic Design,en
Autodesk Inventor 2016 : Complete Guide ,https://www.udemy.com/learn-autodesk-inventor-2016/,20,23,Introductory,7.5,Graphic Design,es
Amazing Graphic Design for Beginners,https://www.udemy.com/amazing-graphic-design-for-beginners/,20,32,Introductory,0.7,Graphic Design,en
"7 Ways A Beginner Guitarist Can Sound Better, Instantly!",https://www.udemy.com/nationalguitaracademy/,0,4529,Introductory,0.6,Musical Instruments,en
Instant Harmonica - Christmas. Play Jingle Bells Part 1 now,https://www.udemy.com/instant-harmonica-christmas-play-jingle-bells-part-1-now/,20,823,For all,0.7,Musical Instruments,en
Playing Piano:  Popular Pieces Vol. II,https://www.udemy.com/playing-piano-popular-pieces-volii/,150,1472,Introductory,1.5,Musical Instruments,tl
Ninja Chord Changes - Master your guitar chord changes,https://www.udemy.com/ninja-chord-changes/,30,1327,Introductory,1.5,Musical Instruments,en
Your First 10 Guitar Lessons - Learn how to play guitar,https://www.udemy.com/your-first-10-guitar-lessons-learn-how-to-play-guitar/,0,924,Introductory,1.0,Musical Instruments,en
Pentatonic Scale Crash Course for Bass Guitar,https://www.udemy.com/pentatonic-scale-crash-course-for-bass-guitar/,0,898,Intermediate,1.0,Musical Instruments,en
Modal Theory for Guitar (Guitar Lessons from Lutz Academy),https://www.udemy.com/modal-theory-for-guitar/,50,1039,For all,1.5,Musical Instruments,en
Learn Fun Dreamy Piano Techniques #1 -  Play White Christmas,https://www.udemy.com/learn-piano-christmas-song-play-dreamy-piano-music-white-christmas/,80,1474,For all,2.0,Musical Instruments,en
Learn Jazz Piano Today,https://www.udemy.com/learn-jazz-piano-with-willie-today/,50,1167,For all,3.0,Musical Instruments,en
Learn To Play The Drums Without A Drum Kit,https://www.udemy.com/learn-to-play-the-drums-without-a-drum-kit/,25,1589,For all,2.0,Musical Instruments,en
Learn Travis Picking From Scratch,https://www.udemy.com/learn-travis-picking-from-scratch/,40,219,Intermediate,1.5,Musical Instruments,en
Instant Harmonica - how to get single notes in 5 easy steps,https://www.udemy.com/instant-harmonica-how-to-get-single-notes-in-5-easy-steps/,20,835,Introductory,0.6333333333333333,Musical Instruments,en
Piano Runs & Fills #3:  Jazzy Chromatic Chord Song Endings,https://www.udemy.com/piano-runs-fills-3-jazz-chromatic-chords-songs-ending/,70,747,For all,1.0,Musical Instruments,en
Teaching Music : Start teaching an instrument successfully.,https://www.udemy.com/teaching-piano-a-quick-guide-for-begginers/,30,1337,Introductory,1.5,Musical Instruments,en
Strumming from scratch - Rhythm guitar lesson for Beginners,https://www.udemy.com/strumming-from-scratch-rhythm-guitar-lesson-for-beginners/,0,530,Introductory,2.0,Musical Instruments,en
Blues Guitar Lessons - From Texas To Carolina,https://www.udemy.com/jim-bruce-blues-guitar-lessons-texas-carolina/,20,1297,Intermediate,2.5,Musical Instruments,en
